guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
Doench2016-10,0.0000,-0.5877,1.000000,0.847768,0.877755,-18.1000,-20.1001,0.750000,0.713912,0.632422,0.999866,0.998731,0.989187,0.893047,0.999683,0.998051,0.999601,0.994127,0.976894,0.515810,0.964527,0.366588,1.000000,0.436124,0.970722,0.731904,0.975493,0.727888,0.997040,0.068432,0.434197,0.161577,0.465749,0.044872,0.976027,0.744245,0.958889,0.716094,0.996075,0.748332,0.966068,0.990291,0.979015,0.998526,0.687918,0.954070,0.466978,0.273399,0.751176,0.286337
Doench2016-11,-0.6000,-1.5288,0.750000,0.692585,0.744087,-17.4000,-20.2986,0.625000,0.746977,0.520211,0.845276,0.183278,0.757833,0.059675,0.767074,0.071262,0.979333,0.117476,0.878634,0.109476,0.910304,0.142334,0.295338,0.129487,0.295001,0.416608,0.989904,0.960059,0.717192,0.339904,0.996825,0.988192,0.908345,0.910642,0.854809,0.906224,0.949548,0.944732,0.859812,0.944563,0.520051,0.756483,0.306401,0.569869,0.382840,0.295758,0.708854,0.605609,0.958363,0.952582
Doench2016-12,-0.6000,-1.4318,0.750000,0.726380,0.771989,-17.7000,-20.6489,0.750000,0.770169,0.549799,0.894585,0.175624,0.886472,0.182015,0.988814,0.086852,0.959087,0.071988,0.970681,0.057970,0.182037,0.013753,0.177809,0.016118,0.993184,0.997769,0.665835,0.362214,0.997085,0.999754,0.966825,0.921429,0.946332,0.949138,0.970080,0.995449,0.956891,0.995480,0.575534,0.960472,0.313167,0.880458,0.350050,0.735769,0.725372,0.575888,0.961694,0.972163,0.958255,0.045670
Doench2016-13,-0.6000,-1.2478,0.625000,0.628463,0.699428,-23.0000,-24.8630,0.875000,0.889417,0.515934,0.877065,0.999828,0.884455,0.999696,0.999137,0.997762,0.999071,0.073417,0.683846,0.000812,0.987957,0.000135,0.219624,0.000330,0.162806,0.000091,0.181835,0.017739,0.992854,0.026213,0.983285,0.032043,0.988919,0.055286,0.997941,0.204481,0.999423,0.987275,0.180196,0.981730,0.172345,0.996452,0.238094,0.997781,0.875664,0.998403,0.568454,0.998892,0.995589,0.950319
Doench2016-14,-1.4000,-1.9747,1.000000,0.889962,0.656478,-17.8000,-19.9912,0.625000,0.731468,0.600963,0.996611,0.855732,0.227327,0.669458,0.230685,0.811914,0.224412,0.747270,0.539109,0.814616,0.869746,0.570381,0.913015,0.583469,0.925856,0.605373,0.549664,0.356286,0.092292,0.028911,0.216549,0.054484,0.224605,0.069618,0.955391,0.452486,0.934895,0.547897,0.873251,0.666023,0.886609,0.925326,0.844131,0.877988,0.866569,0.919847,0.765073,0.717631,0.993776,0.744549
Doench2016-15,-3.2000,-3.6510,0.500000,0.682407,0.549879,-19.1000,-20.9878,0.500000,0.597826,0.508632,0.390490,0.328552,0.093257,0.087145,0.010130,0.023301,0.006050,0.022114,0.012195,0.265435,0.992298,0.992575,0.998690,0.996188,0.998963,0.749918,0.996974,0.743250,0.512387,0.370491,0.518376,0.626688,0.008510,0.184374,0.088684,0.325034,0.492007,0.395674,0.392710,0.310659,0.491366,0.372825,0.999924,0.757046,0.999152,0.909460,0.996934,0.884081,0.998478,0.827833
Doench2016-16,-2.5000,-2.9178,0.250000,0.366847,0.493411,-20.0000,-22.0117,0.250000,0.300477,0.438694,0.999853,0.298205,0.300705,0.256343,0.138115,0.236343,0.015897,0.024664,0.052551,0.056161,0.866789,0.777847,0.921289,0.929067,0.301791,0.380387,0.341284,0.415676,0.995847,0.996217,0.999455,0.999259,0.999860,0.999887,0.788317,0.707721,0.205989,0.189638,0.180983,0.167627,0.999739,0.999729,0.177489,0.264550,0.139840,0.033201,0.140205,0.029853,0.302214,0.011497
Doench2016-17,-3.6000,-3.6364,0.625000,0.623786,0.698204,-19.5000,-21.9646,0.250000,0.465676,0.546211,0.986173,0.715473,0.036041,0.194309,0.008529,0.236829,0.011449,0.245920,0.998994,0.580053,0.998785,0.666798,0.999346,0.680982,0.968204,0.527291,0.968987,0.790219,0.999181,0.870410,0.999776,0.862924,0.998331,0.827602,0.034717,0.408046,0.007588,0.216758,0.020982,0.169357,0.991320,0.477503,0.987476,0.631134,0.998068,0.629212,0.974281,0.692390,0.975857,0.501008
Doench2016-18,-1.4000,-2.2819,0.625000,0.603635,0.628743,-20.2000,-21.6860,0.500000,0.504535,0.601650,0.652238,0.487922,0.491804,0.471402,0.841823,0.989284,0.964283,0.978025,0.989963,0.936576,0.669983,0.915878,0.473745,0.361849,0.392904,0.345685,0.743190,0.908963,0.343348,0.788566,0.580419,0.629622,0.602091,0.182954,0.921994,0.150280,0.501205,0.135112,0.568179,0.208970,0.724991,0.212113,0.993791,0.985725,0.271320,0.842264,0.350320,0.726458,0.497279,0.775355
Doench2016-19,-4.1000,-4.1172,0.750000,0.749119,0.700818,-23.4000,-24.3343,0.375000,0.386897,0.554695,0.994977,0.999520,0.995079,0.991046,0.999836,0.988494,0.996919,0.985419,0.013864,0.007975,0.009132,0.015267,0.007788,0.007937,0.993268,0.986494,0.999918,0.999565,0.998370,0.996921,0.999999,0.999568,0.014263,0.020520,0.008349,0.015102,0.012920,0.019530,0.999786,0.999774,0.998038,0.978849,0.993819,0.214920,0.993704,0.029537,0.993467,0.041973,0.992870,0.795492
Doench2016-20,0.0000,-0.1057,1.000000,0.982890,0.971754,-19.4000,-20.5672,0.750000,0.753828,0.541912,0.936440,0.346012,0.924728,0.269198,0.999285,0.048537,0.989909,0.016197,1.000000,0.012180,0.934900,0.031886,0.858091,0.992434,0.936930,0.990414,0.997910,0.898266,0.997899,0.993266,0.999537,0.166638,0.996332,0.042593,0.996117,0.023620,0.930522,0.022697,0.943750,0.999280,0.998444,0.999849,0.999148,0.999600,0.997616,0.994685,0.997809,0.993032,0.999718,0.997862
Doench2016-21,0.0000,-0.6222,1.000000,0.942307,0.847908,-19.4000,-20.6423,0.500000,0.569016,0.531731,0.995389,0.982325,0.901426,0.873312,0.999554,0.994223,0.381916,0.095976,0.398238,0.016055,0.985234,0.021014,0.908027,0.059512,0.920337,0.124755,0.871150,0.910344,0.569746,0.871009,0.687255,0.888930,0.801437,0.245037,0.905450,0.206803,0.993013,0.305877,0.826553,0.167098,0.830560,0.838624,0.999864,0.999972,0.990393,0.988015,0.999318,0.998688,0.993306,0.047048
Doench2016-22,-2.4000,-2.6841,0.625000,0.644360,0.694660,-22.0000,-23.2239,0.000000,0.160977,0.471948,0.807343,0.302326,0.898441,0.313594,0.998650,0.971149,0.927274,0.363358,0.900586,0.350628,0.977963,0.935532,0.913170,0.933594,0.999747,0.950773,0.905851,0.880361,0.207166,0.896283,0.135159,0.899446,0.066965,0.354095,0.928135,0.425837,0.918741,0.259737,0.880435,0.288758,0.960033,0.145644,0.133376,0.051332,0.135551,0.027630,0.237986,0.052853,0.960624,0.036023
Doench2016-23,-5.4000,-5.6185,0.375000,0.398221,0.518518,-21.1000,-22.8463,0.375000,0.369232,0.502390,0.999999,0.967751,0.999999,0.996276,0.217743,0.206954,0.002556,0.003518,0.001161,0.001437,0.000290,0.000435,0.011223,0.010749,1.000000,0.998413,0.953532,0.923104,0.998672,0.986748,0.999747,0.999460,0.999666,0.999109,0.998406,0.997479,0.151364,0.218876,0.183799,0.259748,0.001472,0.003495,0.002097,0.015640,0.103325,0.094195,0.815466,0.713178,0.929836,0.651241
Doench2016-24,0.0000,-0.9019,1.000000,0.722750,0.698148,-23.4000,-24.6989,0.750000,0.743199,0.439186,0.691706,0.292282,0.413081,0.997192,0.403600,0.061928,0.573745,0.006925,0.982550,0.000190,0.590414,0.000047,0.603474,0.000543,0.814013,0.017289,0.870008,0.974399,0.989110,0.375256,0.681173,0.070901,0.568092,0.041170,0.946747,0.062512,0.601878,0.212017,0.439321,0.879102,0.401949,0.832913,0.683021,0.999966,0.874448,0.997778,0.883387,0.997283,0.951247,0.964022
Doench2016-25,-0.6000,-1.0976,1.000000,0.892992,0.809145,-17.0000,-19.2088,0.625000,0.720361,0.650130,0.438539,0.742118,0.439569,0.733914,0.958874,0.952962,0.984819,0.950532,0.960496,0.607665,0.973100,0.467109,0.789313,0.387066,0.264497,0.118183,0.458283,0.479519,0.993091,0.889293,0.920783,0.498160,0.857595,0.413191,0.870030,0.425262,0.790693,0.534780,0.793258,0.796835,0.982211,0.819264,0.966507,0.932040,0.917091,0.897798,0.888792,0.747552,0.935356,0.609361
Doench2016-26,-1.4000,-1.8321,0.875000,0.864126,0.677535,-17.5000,-19.6124,0.500000,0.633350,0.600169,0.997682,0.963438,0.992592,0.927443,0.115253,0.687625,0.123359,0.738081,0.118193,0.689931,0.605836,0.755534,0.981776,0.553269,0.987943,0.616016,0.955320,0.647247,0.580759,0.213661,0.065584,0.041086,0.113388,0.103251,0.128396,0.115208,0.988526,0.347882,0.989689,0.504707,0.952125,0.591073,0.954319,0.918332,0.949239,0.859971,0.981368,0.873165,0.969348,0.856464
Doench2016-27,-5.8000,-6.2906,0.375000,0.364008,0.491174,-21.9000,-23.9180,0.250000,0.355665,0.443301,0.751294,0.649040,0.278394,0.434308,0.204817,0.234817,0.798158,0.587253,0.001104,0.001746,0.001147,0.001664,0.044637,0.037370,0.861690,0.742849,0.979195,0.672767,0.991163,0.678909,0.999875,0.992447,0.999946,0.987521,0.999947,0.987770,0.079240,0.363759,0.005026,0.133355,0.001828,0.015790,0.793387,0.593962,0.003225,0.326328,0.279323,0.146988,0.750089,0.277367
Doench2016-28,-2.7000,-3.1944,0.250000,0.360215,0.486154,-21.3000,-23.8612,0.750000,0.767488,0.431461,0.053009,0.165720,0.045769,0.017563,0.039968,0.003458,0.111589,0.025268,0.918371,0.013592,0.256041,0.018226,0.514723,0.022994,0.966906,0.006809,0.964789,0.021786,0.997737,0.999585,0.978918,0.194395,0.993546,0.999918,0.451765,0.986084,0.248829,0.995988,0.916563,0.999144,0.073579,0.996869,0.026142,0.851211,0.085256,0.496502,0.101298,0.782559,0.978287,0.031549
Doench2016-29,-0.2000,-0.5473,0.750000,0.853608,0.883433,-23.1000,-24.0863,0.250000,0.359074,0.685465,0.999793,0.999775,0.999715,0.999697,0.999776,0.999752,0.998986,0.998975,0.996790,0.996758,0.425095,0.421434,0.429142,0.424990,0.997816,0.997820,0.999780,0.999580,0.999865,0.999653,0.998590,0.998549,0.994449,0.999717,0.415649,0.417892,0.427283,0.423017,0.999138,0.999568,0.999943,0.999807,0.999473,0.027587,0.993793,0.000804,0.994379,0.001521,0.999206,0.002397
Doench2016-30,-1.7000,-2.3763,0.500000,0.743905,0.683761,-20.3000,-21.5990,0.625000,0.541986,0.589393,0.846352,0.759372,0.335734,0.518512,0.499458,0.199496,0.165296,0.234107,0.419470,0.646314,0.648427,0.955401,0.989613,0.990283,0.981255,0.983405,0.998331,0.984533,0.976358,0.982956,0.423345,0.094800,0.440339,0.102781,0.982950,0.997686,0.503103,0.735851,0.437630,0.664885,0.458737,0.692607,0.976581,0.104315,0.595168,0.063100,0.999039,0.998166,0.998032,0.079281
Doench2016-31,-1.9000,-2.1326,0.875000,0.852800,0.713366,-17.6000,-20.1253,1.000000,0.817105,0.586530,0.996314,0.945596,0.075482,0.047952,0.070940,0.038375,0.266617,0.088912,0.800853,0.320782,0.991095,0.381870,0.993916,0.370546,0.945130,0.283195,0.945897,0.906107,0.966677,0.658366,0.098791,0.563229,0.293200,0.588839,0.104338,0.732610,0.799166,0.892280,0.999966,0.947366,0.974282,0.847281,0.976838,0.785769,0.999933,0.993183,0.969032,0.452474,0.998845,0.885874
Doench2016-32,-0.7000,-0.9815,1.000000,0.949402,0.764896,-17.5000,-19.1861,0.750000,0.717301,0.684188,0.292807,0.402818,0.312558,0.409588,0.286002,0.400198,0.970722,0.961053,0.965075,0.971263,0.978380,0.988254,0.999585,0.947866,0.992819,0.931935,0.996498,0.975026,0.346189,0.417214,0.298307,0.297588,0.263770,0.242552,0.918344,0.812594,0.896797,0.762600,0.967767,0.691043,0.986724,0.584502,0.995294,0.589555,0.933618,0.649132,0.942955,0.934701,0.953717,0.714279
Doench2016-33,0.0000,-0.0622,1.000000,0.991057,0.984524,-18.4000,-19.6925,1.000000,0.960893,0.730570,0.997312,0.995077,0.996412,0.986414,0.964224,0.986436,0.959749,0.412164,0.979576,0.427979,0.970025,0.032672,1.000000,0.043785,0.999365,0.043901,1.000000,0.046757,0.933438,0.983249,0.962647,0.993888,0.999282,0.971931,0.998380,0.991056,0.998352,0.947124,0.970519,0.835152,0.979182,0.987937,0.997896,0.986859,0.995212,0.982515,0.990541,0.978125,0.998373,0.978374
Doench2016-34,-2.4000,-2.9794,0.625000,0.539320,0.629862,-19.6000,-21.3373,0.375000,0.427230,0.675085,0.972213,0.954736,0.987515,0.970471,0.705041,0.900564,0.542101,0.762249,0.570312,0.783651,0.954473,0.841439,0.999828,0.989263,0.563869,0.777130,0.107499,0.615559,0.440914,0.776770,0.439906,0.739483,0.999010,0.972539,0.999720,0.816767,0.583419,0.763967,0.571303,0.360873,0.401906,0.077871,0.432557,0.081568,0.139645,0.031349,0.479991,0.379943,0.706017,0.905501
Doench2016-35,-1.4000,-1.9827,1.000000,0.886658,0.726893,-17.0000,-19.1695,1.000000,0.847965,0.703650,0.794027,0.802879,0.387676,0.393590,0.190090,0.210360,0.195202,0.210101,1.000000,0.931904,0.999980,0.932573,0.925880,0.898725,0.935182,0.906886,0.283207,0.260702,0.280243,0.263581,0.523246,0.550980,0.929859,0.927006,0.739100,0.751005,0.763694,0.780621,0.815006,0.821508,0.865442,0.807840,0.920016,0.875912,0.999521,0.986428,0.990867,0.949614,0.999614,0.810789
Doench2016-36,-1.1000,-1.7308,0.500000,0.602663,0.571524,-17.4000,-19.3492,0.625000,0.609335,0.616772,0.357772,0.645455,0.351669,0.623258,0.467251,0.711250,0.461048,0.754812,0.423535,0.607382,0.460804,0.738297,0.735968,0.318127,0.741834,0.234088,0.739201,0.235403,0.999917,0.999029,0.455741,0.794241,0.414434,0.799420,0.464148,0.836937,0.969553,0.979148,0.890039,0.952098,0.324770,0.669231,0.443200,0.717542,0.221286,0.166345,0.751571,0.324050,0.756734,0.229332
Doench2016-37,-1.6000,-1.8785,0.625000,0.598151,0.677510,-17.4000,-19.5119,0.375000,0.525546,0.585331,0.995764,0.967253,0.994964,0.931200,0.988334,0.865836,0.747503,0.346317,0.087016,0.043251,0.095076,0.060709,0.334134,0.527064,0.969721,0.947684,0.776690,0.415698,0.789491,0.447067,0.991361,0.956624,0.994940,0.993544,0.999924,0.998494,0.304198,0.658064,0.120058,0.320980,0.112104,0.274099,0.999745,0.987328,0.742933,0.346362,0.745122,0.220720,0.761125,0.398324
Doench2016-38,-5.1000,-5.4640,0.500000,0.552558,0.642029,-21.4000,-22.8684,0.375000,0.464589,0.605561,0.999128,0.898241,0.993697,0.889578,0.434552,0.585243,0.004570,0.028628,0.001924,0.004169,0.002951,0.006496,0.988230,0.987612,0.999998,0.999985,0.998686,0.998960,0.998245,0.997851,0.998133,0.997744,1.000000,0.999998,0.989066,0.988223,0.999785,0.999702,0.025475,0.035876,0.000572,0.002357,0.002587,0.003277,0.408922,0.240191,0.999338,0.656343,0.994721,0.790745
Doench2016-39,-2.5000,-2.6652,1.000000,0.954341,0.710151,-25.5000,-26.2874,0.500000,0.504246,0.519930,0.230287,0.154222,0.048186,0.033300,0.045820,0.031720,0.925808,0.995166,0.925624,0.991929,0.979842,0.984272,0.974249,0.983974,0.106554,0.027337,0.109611,0.027199,0.231131,0.149639,0.995665,0.992632,0.995510,0.993253,0.935166,0.997428,0.906299,0.988127,0.903163,0.987787,0.913920,0.011071,0.990132,0.006489,0.989639,0.006639,0.998388,0.036868,0.998025,0.999557
Doench2016-40,0.0000,-0.1088,1.000000,0.964809,0.968600,-16.1000,-18.3351,0.750000,0.750227,0.776548,0.980830,0.955551,0.967159,0.866208,0.999383,0.874579,0.999007,0.890748,0.996374,0.727537,0.984273,0.802345,0.994512,0.980564,0.915079,0.786112,0.892919,0.715822,0.989125,0.948119,0.936331,0.466335,0.998529,0.515228,0.997223,0.500176,0.996988,0.950686,0.993342,0.893823,0.928809,0.802891,0.975819,0.960991,0.906419,0.820650,0.930635,0.834850,0.989240,0.237749
Doench2016-41,-0.1000,-0.7256,0.625000,0.736346,0.788786,-19.5000,-21.4084,0.625000,0.649601,0.560971,0.999331,0.367565,0.999911,0.294679,0.996909,0.994998,0.995530,0.994867,0.998736,0.075284,0.869333,0.025827,0.399727,0.024174,0.361949,0.028320,0.439852,0.983770,0.935901,0.347153,0.921905,0.925960,0.965879,0.960021,0.998778,0.986535,0.999169,0.980483,0.958788,0.943366,0.454992,0.969527,0.364966,0.306272,0.438399,0.958788,0.885172,0.026594,0.790502,0.025247
Doench2016-42,-3.0000,-3.1765,0.375000,0.422109,0.533414,-20.2000,-21.7738,0.250000,0.220770,0.531400,0.970489,0.991023,0.201151,0.685241,0.088023,0.687847,0.039804,0.598336,0.024803,0.533675,0.028656,0.534967,0.996629,0.989539,0.998662,0.986131,0.997672,0.882501,0.975037,0.864647,0.974129,0.716370,0.996348,0.391556,0.046443,0.030532,0.016350,0.019859,0.028684,0.024947,0.091204,0.047200,0.217533,0.082467,0.993377,0.105275,0.987208,0.717156,0.996069,0.738720
Doench2016-43,-2.7000,-3.1208,0.500000,0.556605,0.644921,-20.2000,-21.7328,0.625000,0.660089,0.630651,0.463522,0.473065,0.007571,0.269657,0.008219,0.322739,0.019468,0.629308,0.996024,0.783372,0.982578,0.573590,0.999671,0.567760,0.971866,0.566960,0.999837,0.593744,0.998758,0.953090,0.999039,0.802018,0.999027,0.797010,0.968313,0.754682,0.985979,0.772445,0.996132,0.700988,0.996130,0.906704,0.013443,0.426520,0.012550,0.426002,0.013484,0.427418,0.466808,0.865952
Doench2016-44,0.0000,-0.2865,1.000000,0.899465,0.897332,-18.3000,-21.2681,0.500000,0.742854,0.493566,0.864730,0.988437,0.886606,0.734835,0.997708,0.720703,0.874531,0.976724,0.798083,0.112771,0.943723,0.013600,0.969101,0.015458,0.862470,0.033749,0.805719,0.017408,0.901547,0.021818,0.899393,0.061529,0.947316,0.231455,0.954553,0.379046,0.915375,0.565099,0.805689,0.900821,0.877980,0.997838,0.973735,0.998175,0.957515,0.648402,0.818372,0.456273,0.892497,0.997177
Doench2016-45,-1.0000,-1.7515,0.500000,0.587982,0.669588,-17.1000,-19.5189,0.500000,0.443902,0.560065,0.998443,0.823221,0.795614,0.326614,0.796069,0.340373,0.860460,0.787270,0.510141,0.300937,0.225921,0.177623,0.668835,0.796649,0.539227,0.608064,0.505758,0.636601,0.900408,0.961456,0.916555,0.972663,0.970480,0.918609,0.994819,0.897251,0.426246,0.498134,0.550528,0.585777,0.069836,0.031679,0.070677,0.035381,0.998215,0.944868,0.795867,0.290662,0.797669,0.267465
Doench2016-46,-0.9000,-1.5756,1.000000,0.801765,0.737328,-20.9000,-22.5697,0.500000,0.788145,0.524246,0.298473,0.976987,0.278219,0.953717,0.627826,0.533985,0.616625,0.072921,0.881817,0.021964,0.851378,0.021766,0.569328,0.017366,0.580219,0.017280,0.987650,0.399070,0.983750,0.398921,0.980614,0.118263,0.676540,0.647510,0.515256,0.623598,0.499877,0.570256,0.563742,0.615051,0.941406,0.614508,0.937127,0.974775,0.982397,0.966814,0.977398,0.941775,0.996919,0.998384
Doench2016-47,0.0000,-0.1754,1.000000,0.940480,0.945482,-18.8000,-20.5089,0.625000,0.627506,0.634485,0.999963,0.999055,0.943820,0.985735,0.958876,0.998382,0.915991,0.833280,0.943170,0.806894,0.890260,0.876456,0.903874,0.977560,0.906309,0.963410,0.999317,0.135182,0.997392,0.056765,0.950663,0.022303,0.976159,0.014641,0.990111,0.016985,0.983471,0.015508,0.928620,0.983930,0.964232,0.999788,0.859374,0.998284,0.833145,0.998084,0.976836,0.999613,0.988052,0.007852
