guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
ENSDARG00000003025_2_3,-0.9500,-1.6428,0.375000,0.515144,0.611168,-34.9700,-35.9037,0.500000,0.452938,0.409265,0.645861,0.262431,0.274574,0.251025,0.263768,0.232690,0.602963,0.065678,0.384570,0.793379,0.303484,0.423802,0.889374,0.187617,0.881561,0.417502,0.982992,0.208000,0.942167,0.363865,0.943922,0.393267,0.986971,0.962550,0.648015,0.796726,0.635734,0.802531,0.744570,0.015799,0.407028,0.004311,0.486356,0.001241,0.079833,0.003517,0.525948,0.999961,0.593670,0.999415
ENSDARG00000003025_2_4,-1.7500,-2.2798,0.500000,0.503570,0.595912,-29.6500,-30.4832,0.250000,0.332239,0.394415,0.971957,0.022259,0.883930,0.016665,0.975040,0.056855,0.634460,0.973322,0.115273,0.069533,0.102632,0.043143,0.123230,0.967792,0.256396,0.992346,0.950836,0.059542,0.918723,0.043057,0.971979,0.991516,0.985227,0.994350,0.273445,0.995473,0.120033,0.023928,0.084706,0.007601,0.090162,0.007718,0.607748,0.992820,0.972863,0.021049,0.885617,0.087340,0.993988,0.521986
ENSDARG00000003025_2_5,-3.6100,-3.7661,0.750000,0.736897,0.622296,-30.7500,-31.9972,0.625000,0.621443,0.493966,0.135576,0.445648,0.194670,0.177170,1.000000,0.183424,0.049981,0.418618,0.070494,0.417257,1.000000,0.769338,0.885486,0.554682,0.887321,0.654522,1.000000,0.971377,0.165172,0.135730,0.162039,0.134495,1.000000,0.045518,0.843267,0.012171,0.051911,0.006848,0.146629,0.021077,0.948807,0.981048,1.000000,0.981558,0.909288,0.977783,1.000000,0.995986,0.995277,0.995077
ENSDARG00000003025_2_6,-5.1500,-5.2604,0.625000,0.629972,0.421342,-33.9700,-34.6842,0.625000,0.626741,0.311249,0.013298,0.019759,0.010469,0.003857,0.107410,0.983223,0.984673,0.079229,0.989960,0.034264,0.984028,0.066625,0.124963,0.000661,0.027898,0.001279,0.028886,0.001619,0.042782,0.004767,0.036349,0.003920,0.036345,0.011849,0.988681,0.997534,0.996645,0.997619,0.994622,0.997725,0.979353,0.997495,0.984591,0.999968,0.030358,0.014184,0.020363,0.004285,0.045161,0.005117
ENSDARG00000003025_2_7,-6.9800,-7.0602,0.375000,0.389459,0.509298,-35.4100,-36.0867,0.625000,0.456033,0.452151,0.932490,0.958012,0.992088,0.141704,0.035812,0.148304,0.005153,0.874247,0.007022,0.965774,0.993288,0.848788,0.071185,0.075805,0.073438,0.208045,0.995697,0.825823,0.991337,0.009317,0.988418,0.005683,0.984365,0.333259,0.013939,0.538958,0.009145,0.542841,0.931579,0.558686,0.071443,0.008799,0.006046,0.005769,0.092404,0.008961,0.995361,0.991210,0.995759,0.993043
ENSDARG00000003025_2_8,-2.0600,-2.5964,0.500000,0.601160,0.596024,-35.1600,-36.2290,0.500000,0.603342,0.392314,0.942959,0.005475,0.164485,0.001552,0.148142,0.001283,0.638428,0.018913,0.977897,0.997983,0.208173,0.028314,0.551548,0.047519,0.568832,0.024002,0.995633,0.641629,0.997725,0.779042,0.505860,0.324999,0.411509,0.148827,0.169423,0.194033,0.162012,0.621779,0.611761,0.751220,0.986041,0.539946,0.465644,0.365503,0.433331,0.356475,0.990530,0.999456,0.990540,0.998324
ENSDARG00000003025_2_10,-2.5100,-2.9013,0.750000,0.758635,0.746894,-33.8000,-34.4890,0.250000,0.309703,0.430673,0.601761,0.937380,0.984123,0.933939,0.598240,0.948604,0.597885,0.048340,0.973697,0.075227,0.951159,0.009637,0.957679,0.012374,0.975613,0.062495,0.982335,0.919415,0.415613,0.573997,0.132253,0.771753,0.698454,0.842678,0.978321,0.069875,0.585040,0.143428,0.859190,0.197897,0.438126,0.037835,0.306488,0.039068,0.972511,0.971431,0.936360,0.045631,0.993041,0.972461
ENSDARG00000003469_0_2,-2.6200,-3.2110,0.750000,0.680058,0.720393,-33.9400,-34.8493,0.625000,0.636325,0.413228,0.881645,0.986587,0.882563,0.060744,0.998724,0.085880,0.998888,0.999007,0.998672,0.018983,0.589720,0.004582,0.017041,0.020901,0.014339,0.977739,0.990551,0.002549,0.948768,0.000659,0.723002,0.001024,0.923488,0.015301,0.999994,0.510920,0.999989,0.618833,0.551507,0.130340,0.503091,0.818103,0.980172,0.998831,0.430036,0.997202,0.449612,0.998528,0.526063,0.017839
ENSDARG00000003469_0_3,-3.3100,-3.5392,0.750000,0.751583,0.537882,-30.7900,-31.6568,0.625000,0.607999,0.524936,0.016007,0.883011,0.010568,0.348759,0.998881,0.383640,0.023632,0.669503,0.033202,0.845705,0.310338,0.620300,0.999823,0.630268,0.994041,0.194335,0.993986,0.962487,0.309440,0.019633,0.033639,0.010287,0.021420,0.066802,0.016300,0.874777,0.014400,0.970823,0.999886,0.073227,0.992374,0.082426,0.991918,0.073650,0.999258,0.999363,0.998867,0.841470,0.999657,0.948252
ENSDARG00000003469_0_4,-6.0600,-6.4611,0.500000,0.503190,0.456063,-30.2000,-31.4419,0.750000,0.632023,0.418007,0.999513,0.192522,0.021139,0.008301,0.004546,0.003991,0.000061,0.004942,0.000331,0.029468,0.001395,0.042436,0.533696,0.101720,0.999995,0.225084,0.999999,0.933169,0.999958,0.370185,0.534361,0.825424,0.000746,0.566723,0.000222,0.302060,0.000055,0.346874,0.004549,0.795425,0.020742,0.642910,0.999993,0.807775,0.999985,0.686153,0.999985,0.778682,0.999989,0.696302
ENSDARG00000003469_0_6,-5.2100,-5.4753,0.500000,0.541652,0.590415,-33.1500,-34.4939,0.125000,0.166381,0.311582,0.987024,0.940640,0.781619,0.938519,0.243982,0.929714,0.024546,0.927530,0.020423,0.932290,0.093654,0.010748,0.822667,0.028596,1.000000,0.062589,0.982370,0.051231,0.982273,0.052132,0.804969,0.017809,0.731553,0.008798,0.111577,0.215196,0.999985,0.815463,0.036465,0.026888,0.243165,0.015264,0.007966,0.051810,0.982448,0.075764,0.981292,0.064951,0.970316,0.065709
ENSDARG00000003469_0_7,-4.3700,-4.7063,0.375000,0.390647,0.508728,-30.3600,-31.8091,0.250000,0.338282,0.481107,0.002081,0.078708,0.005201,0.082368,0.225536,0.429740,0.730835,0.956947,1.000000,0.995785,0.991480,0.977464,0.068234,0.957816,0.064407,0.955665,0.993235,0.418921,0.992690,0.378276,0.987199,0.123833,0.988482,0.560356,0.188444,0.283288,0.195516,0.438095,0.815339,0.942238,0.828959,0.038381,0.067025,0.001564,0.013002,0.001124,0.016893,0.003823,0.999999,0.997744
ENSDARG00000003469_0_8,-1.8800,-2.1726,1.000000,0.947782,0.774785,-33.4000,-34.7376,1.000000,0.884537,0.543409,0.701718,0.009323,0.077787,0.000775,0.379786,0.000061,0.824345,0.000456,0.786319,0.000399,0.983448,0.000010,0.948449,0.006369,0.864088,0.008316,0.909768,0.962663,0.374424,0.889486,0.219046,0.994935,0.844275,0.919101,0.998982,0.908689,0.803461,0.870345,0.849282,0.939509,0.986223,0.930202,0.954208,0.874046,0.994678,0.994262,0.997923,0.719487,0.997499,0.839754
ENSDARG00000003469_0_9,-1.8800,-2.1657,1.000000,0.918820,0.712159,-33.6500,-34.7918,0.250000,0.531128,0.264753,0.320511,0.009238,0.154712,0.004159,0.183819,0.995261,0.936454,0.007603,0.942770,0.004511,0.941133,0.003321,0.961123,0.001403,0.119913,0.000086,0.106652,0.000073,0.277865,0.002193,0.987978,0.005449,0.959698,0.012753,0.918108,0.260732,0.945448,0.966212,0.945139,0.425544,0.961192,0.449695,0.929219,0.988776,0.883278,0.434525,0.882046,0.364707,0.886128,0.358830
ENSDARG00000003469_0_10,0.0000,-0.0098,1.000000,0.997182,0.998354,-25.5800,-27.4057,0.250000,0.659043,0.604430,0.999848,0.807189,0.999981,0.478646,0.999056,0.550311,0.999387,0.707040,0.999947,0.543205,0.991989,0.699845,0.999710,0.564387,0.999919,0.328078,0.999784,0.491247,1.000000,0.967834,1.000000,0.363802,1.000000,0.314684,0.983538,0.339076,1.000000,0.417084,1.000000,0.721141,1.000000,0.772553,0.999965,0.612612,0.997852,0.854070,0.997932,0.988573,0.998170,0.567232
ENSDARG00000003751_7_1,-4.5100,-4.8099,0.375000,0.458776,0.541911,-35.7100,-36.3839,0.625000,0.630880,0.500265,0.050403,0.001178,0.035031,0.000103,0.046739,0.000469,0.955233,0.000138,0.232162,0.001185,0.205449,0.003712,0.935696,0.005774,0.999650,0.995511,0.964835,0.977170,0.969758,0.979316,0.859938,0.994293,0.913129,0.999408,0.338162,0.998590,0.306493,0.983919,0.062760,0.970205,0.024447,0.044970,0.026891,0.018077,0.949763,0.039165,0.975243,0.999169,0.986447,0.992941
ENSDARG00000003751_7_2,-5.5000,-5.5663,1.000000,0.974074,0.690096,-34.5000,-36.5197,0.375000,0.405858,0.363622,0.009717,0.121984,0.007275,0.048515,0.006135,0.149353,0.988839,0.293401,0.991305,0.289465,0.992157,0.757763,0.992634,0.849951,0.990450,0.342342,0.021255,0.046377,0.017936,0.088398,0.021596,0.209362,0.970033,0.828673,0.977905,0.503142,0.936123,0.380304,0.993766,0.642232,0.994085,0.409736,0.991433,0.605806,0.978164,0.331452,0.933760,0.307642,0.987354,0.066551
ENSDARG00000003751_7_3,-3.2100,-3.7616,0.375000,0.513154,0.543660,-35.0900,-36.0276,0.500000,0.500604,0.460089,0.992718,0.153801,0.180649,0.012666,0.130989,0.004641,0.992842,0.002334,0.080616,0.003448,0.044318,0.361178,0.133552,0.373352,0.964426,0.672223,0.946892,0.674718,0.969000,0.989312,0.686929,0.965613,0.645047,0.983657,0.654093,0.966780,0.957166,0.987808,0.423512,0.031358,0.029930,0.006783,0.057226,0.006315,0.963798,0.999977,0.483397,0.999979,0.536107,0.005829
ENSDARG00000003751_7_4,-6.4400,-6.5089,0.500000,0.507362,0.407495,-30.7900,-31.7400,0.375000,0.353156,0.507938,0.069699,0.710731,0.005041,0.785628,0.002200,0.778515,0.000691,0.859317,0.001308,0.786330,0.005351,0.705149,0.999962,0.978253,0.995343,0.932450,0.995409,0.353284,0.999701,0.246425,0.010305,0.045956,0.006002,0.151474,0.005112,0.006344,0.000370,0.002125,0.000257,0.001890,0.069825,0.695902,0.995292,0.196085,0.995258,0.623362,0.995547,0.962133,0.997235,0.337410
ENSDARG00000003751_7_5,-5.0800,-5.5965,0.375000,0.627315,0.599184,-33.8600,-35.3666,0.625000,0.601864,0.286069,0.136623,0.070615,0.147879,0.006506,0.153343,0.004867,0.512056,0.048702,0.980065,0.052785,1.000000,0.442088,0.522991,0.048213,0.999579,0.044696,0.968657,0.049265,0.513939,0.000742,0.515226,0.128577,0.514794,0.009414,0.988064,0.873276,0.567339,0.999286,0.982878,0.984890,0.984053,0.998447,0.339528,0.006969,0.331297,0.000324,0.332616,0.534732,0.492745,0.416990
ENSDARG00000003751_7_6,-1.1800,-1.5011,0.750000,0.774973,0.792487,-29.3900,-30.9006,0.125000,0.201291,0.477633,0.134939,0.690927,0.222359,0.691200,0.900867,0.756060,0.832721,0.753861,0.876805,0.755466,0.998275,0.797745,0.983503,0.764960,0.918081,0.372327,0.992949,0.407164,0.937746,0.313441,0.854730,0.744835,0.996982,0.894354,0.227081,0.852643,0.165692,0.153548,0.937753,0.211467,0.942421,0.009230,0.983969,0.128854,0.952926,0.012367,0.994499,0.020443,0.995441,0.221771
ENSDARG00000003751_7_7,-7.5200,-7.5363,0.750000,0.749837,0.599984,-34.4900,-36.1636,0.500000,0.514005,0.347816,0.995583,0.705814,0.001860,0.639413,0.001276,0.367484,0.000808,0.933552,0.000828,0.084391,0.999587,0.034830,0.999960,0.002512,0.999996,0.005795,0.999989,0.002694,0.999998,0.002316,0.000746,0.000723,0.000348,0.064751,0.000052,0.329801,0.000646,0.328119,0.999964,0.867236,0.998482,0.754783,0.999810,0.747557,0.999797,0.750536,0.999979,0.196862,0.999964,0.137149
ENSDARG00000003751_7_8,-5.1300,-5.9110,0.500000,0.552906,0.611678,-39.6000,-40.6067,0.375000,0.393714,0.447525,0.315001,0.726926,0.291210,0.666705,0.289752,0.940464,0.962129,0.750555,0.600964,0.726047,0.937516,0.976737,0.809644,0.974322,0.685441,0.003849,0.665639,0.003784,0.690878,0.002614,0.595366,0.002388,0.966770,0.026404,0.603489,0.997721,0.969603,0.997752,0.099734,0.000237,0.039804,0.000053,0.050268,0.000072,0.722251,0.010016,0.958270,0.999841,0.979833,0.144020
ENSDARG00000003751_7_9,-9.0000,-9.2620,0.375000,0.394369,0.515490,-31.7400,-33.6217,0.375000,0.382213,0.402910,0.997516,0.515769,0.904732,0.141963,0.999856,0.334783,0.247507,0.064916,0.000238,0.003490,0.000158,0.003884,0.000172,0.004643,0.004722,0.023580,0.999999,0.988824,0.999996,0.958503,0.999994,0.966619,0.999958,0.993531,0.999994,0.994266,0.999746,0.993418,0.004860,0.051728,0.000029,0.004762,0.000014,0.008785,0.000235,0.021095,0.247655,0.233698,0.902418,0.749952
