guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
Doench2016-10,0.0000,-0.4341,1.000000,0.877524,0.901552,-24.9300,-27.3479,0.375000,0.352762,0.282200,0.999840,0.964731,0.990265,0.294129,0.999597,0.349273,0.999450,0.985409,0.981029,0.217788,0.970136,0.001862,1.000000,0.000601,0.977053,0.000411,0.980536,0.000810,0.997073,0.000261,0.544289,0.000215,0.571582,0.006414,0.981389,0.997679,0.965782,0.004166,0.996098,0.000128,0.970585,0.000260,0.983456,0.024388,0.746670,0.041482,0.572893,0.890989,0.803317,0.863003
Doench2016-11,-0.1500,-1.1828,0.750000,0.718223,0.764507,-16.4400,-18.8956,0.125000,0.372724,0.562801,0.850837,0.926013,0.753391,0.858080,0.761041,0.819861,0.979061,0.842029,0.879707,0.802726,0.914701,0.517564,0.379572,0.464005,0.373850,0.397973,0.986581,0.526260,0.759016,0.498859,0.995035,0.947931,0.911571,0.672935,0.855796,0.330115,0.944480,0.366323,0.857548,0.315069,0.564609,0.654278,0.377778,0.426608,0.447929,0.281912,0.737964,0.353197,0.959680,0.254288
Doench2016-12,-0.1500,-1.0782,0.750000,0.757007,0.795603,-17.9300,-19.8782,0.250000,0.319990,0.549273,0.899605,0.948761,0.888109,0.884794,0.986425,0.884616,0.957480,0.882351,0.970693,0.629150,0.278383,0.578667,0.269853,0.487950,0.990202,0.550041,0.712759,0.572878,0.995175,0.958387,0.965548,0.767786,0.941772,0.280158,0.965933,0.222600,0.954042,0.190350,0.626905,0.749354,0.392935,0.252377,0.421876,0.074408,0.758587,0.192423,0.969878,0.779611,0.965897,0.098796
Doench2016-13,-0.3200,-0.9394,0.625000,0.686367,0.744898,-21.0800,-22.9164,0.625000,0.598758,0.559897,0.896794,0.722932,0.904614,0.737262,0.998930,0.993663,0.998726,0.634365,0.800167,0.590067,0.986873,0.607872,0.319131,0.815499,0.260161,0.804853,0.281642,0.469045,0.990942,0.007746,0.981111,0.009516,0.987942,0.015059,0.997490,0.046533,0.999188,0.995381,0.281756,0.206044,0.273195,0.171912,0.341643,0.999054,0.898274,0.689279,0.705412,0.690669,0.993975,0.991190
Doench2016-14,-0.9600,-1.5611,1.000000,0.903196,0.679889,-19.8200,-21.2006,0.375000,0.407582,0.449708,0.995824,0.994890,0.268594,0.058350,0.271709,0.056194,0.264800,0.018146,0.582992,0.037458,0.884364,0.095583,0.920955,0.959668,0.928510,0.401360,0.591025,0.948335,0.145466,0.945108,0.253669,0.913433,0.264308,0.304976,0.966413,0.945967,0.948888,0.018479,0.884799,0.037331,0.897556,0.061733,0.855655,0.127573,0.880508,0.970858,0.800117,0.898132,0.991628,0.200582
Doench2016-15,-2.5800,-3.1077,0.875000,0.757817,0.574362,-21.0500,-22.7221,0.125000,0.198352,0.377985,0.576873,0.985036,0.128349,0.553951,0.017115,0.101004,0.012857,0.093422,0.023113,0.110131,0.993312,0.956163,0.997678,0.961851,0.998127,0.942446,0.993354,0.920641,0.330241,0.107664,0.335520,0.110535,0.018164,0.130043,0.126705,0.140208,0.682812,0.264831,0.579562,0.004458,0.681370,0.004042,0.999822,0.034098,0.998655,0.093125,0.995671,0.977214,0.997944,0.068835
Doench2016-16,-2.0500,-2.4849,0.250000,0.370436,0.496260,-21.8900,-23.3545,0.500000,0.510409,0.469121,0.999789,0.979204,0.290264,0.958977,0.129105,0.808114,0.029414,0.129093,0.070706,0.053135,0.889174,0.051744,0.933462,0.987516,0.292975,0.149882,0.332891,0.136930,0.995037,0.980065,0.999177,0.037952,0.999726,0.026545,0.822884,0.025077,0.220016,0.153421,0.195674,0.213544,0.999601,0.999191,0.173151,0.817014,0.130301,0.830849,0.130914,0.849226,0.290946,0.194952
Doench2016-17,-2.9600,-3.0297,0.625000,0.626399,0.699774,-20.7000,-23.1316,0.125000,0.192809,0.493495,0.983281,0.975279,0.051516,0.825881,0.018323,0.835052,0.023276,0.976484,0.998187,0.992655,0.997804,0.971270,0.998845,0.899744,0.958322,0.230480,0.959466,0.357993,0.998555,0.371376,0.999562,0.357876,0.997146,0.533329,0.050183,0.047817,0.016284,0.006633,0.033653,0.205700,0.989465,0.226182,0.985138,0.038190,0.996872,0.089819,0.968433,0.355493,0.971165,0.572640
Doench2016-18,-0.8900,-1.8546,0.500000,0.612943,0.655538,-20.6900,-22.2511,0.625000,0.602567,0.613046,0.767698,0.993101,0.531563,0.985814,0.764336,0.963980,0.965406,0.793366,0.988887,0.765758,0.614254,0.934437,0.509871,0.009177,0.530315,0.003601,0.766261,0.014796,0.443393,0.989286,0.652205,0.973584,0.673025,0.013485,0.940837,0.001563,0.469174,0.007708,0.511385,0.403988,0.746477,0.652486,0.992314,0.993652,0.285482,0.799181,0.366483,0.969323,0.591396,0.992639
Doench2016-19,-3.5600,-3.6093,0.750000,0.749568,0.702062,-26.4700,-27.8737,0.125000,0.131963,0.432674,0.994417,0.930160,0.994550,0.938026,0.999775,0.946716,0.995972,0.994882,0.020512,0.990709,0.013812,0.990370,0.014228,0.565108,0.990923,0.365525,0.999871,0.735195,0.997746,0.129682,0.999998,0.010812,0.022892,0.000588,0.012840,0.000176,0.019251,0.000136,0.999788,0.001595,0.997388,0.012796,0.991767,0.029093,0.991552,0.011942,0.992308,0.019814,0.991648,0.980156
Doench2016-20,0.0000,-0.0832,1.000000,0.987021,0.978133,-16.2600,-18.0036,0.750000,0.686934,0.537900,0.951016,0.466872,0.940367,0.378241,0.999311,0.173983,0.992440,0.142358,1.000000,0.277799,0.949318,0.070553,0.890301,0.737849,0.951566,0.739938,0.997905,0.714736,0.998291,0.961453,0.999434,0.390518,0.996533,0.208222,0.996405,0.116742,0.948422,0.109025,0.957819,0.991696,0.998430,0.977974,0.999087,0.887214,0.998098,0.791159,0.998207,0.763516,0.999702,0.858151
Doench2016-21,0.0000,-0.4539,1.000000,0.961607,0.881964,-16.6200,-18.3712,1.000000,0.783476,0.619902,0.995421,0.975611,0.922332,0.818549,0.999354,0.971299,0.504514,0.105457,0.519657,0.054007,0.986406,0.065008,0.946553,0.094721,0.955711,0.629360,0.901122,0.930787,0.634348,0.396697,0.722513,0.424984,0.858501,0.663751,0.945141,0.646403,0.993542,0.679873,0.883655,0.616697,0.886820,0.882149,0.999813,0.984144,0.991220,0.959727,0.999125,0.983054,0.993538,0.515759
Doench2016-22,-1.9000,-2.2048,0.625000,0.654278,0.707644,-24.5200,-26.5275,0.000000,0.116627,0.435046,0.851340,0.938915,0.907752,0.694375,0.998332,0.703342,0.935081,0.659100,0.904543,0.665957,0.974848,0.774165,0.934976,0.823985,0.999635,0.827113,0.914692,0.715731,0.238056,0.629262,0.159887,0.025181,0.099524,0.310785,0.936254,0.071606,0.924256,0.064470,0.876284,0.328226,0.949534,0.036538,0.156262,0.042360,0.159368,0.014124,0.279305,0.041522,0.952958,0.334167
Doench2016-23,-4.5800,-4.8841,0.375000,0.402307,0.521723,-18.1700,-20.2331,0.625000,0.490343,0.579690,0.999997,0.947197,0.999997,0.952322,0.257077,0.566034,0.005230,0.468721,0.002250,0.460153,0.000806,0.457222,0.015268,0.345972,1.000000,0.827121,0.939043,0.923402,0.997558,0.656966,0.999487,0.531691,0.999293,0.534251,0.997455,0.542639,0.178858,0.574894,0.220483,0.601537,0.003168,0.065210,0.004268,0.057848,0.119493,0.517293,0.778874,0.794655,0.915858,0.768669
Doench2016-24,0.0000,-0.6588,1.000000,0.772411,0.757508,-19.5000,-21.3780,0.750000,0.743531,0.454511,0.750994,0.356390,0.538047,0.994563,0.528163,0.090460,0.675537,0.014738,0.981322,0.002838,0.692879,0.002713,0.689364,0.003679,0.816102,0.026908,0.867214,0.952767,0.988113,0.503854,0.768775,0.112835,0.674362,0.080226,0.950354,0.120711,0.698951,0.321124,0.561942,0.816849,0.527566,0.754381,0.742889,0.997185,0.871060,0.993295,0.881031,0.993068,0.945495,0.951634
Doench2016-25,-0.2100,-0.8186,1.000000,0.906126,0.836260,-21.4800,-23.4881,1.000000,0.718158,0.431500,0.529876,0.003504,0.531346,0.001120,0.963925,0.139734,0.986022,0.998302,0.961391,0.079405,0.972104,0.006074,0.808771,0.000104,0.371298,0.000110,0.543329,0.004527,0.993165,0.815141,0.934011,0.559649,0.880964,0.277077,0.890364,0.297973,0.810031,0.903476,0.812959,0.952392,0.983496,0.957659,0.968289,0.988207,0.933367,0.815121,0.906896,0.390166,0.943607,0.440267
Doench2016-26,-0.9600,-1.4429,0.875000,0.871134,0.697751,-19.6700,-20.9870,0.375000,0.434272,0.486355,0.997254,0.971099,0.991075,0.957417,0.172207,0.063817,0.180336,0.098762,0.174777,0.023315,0.644134,0.048251,0.982168,0.098064,0.987995,0.919448,0.951941,0.385133,0.616190,0.909993,0.119394,0.902131,0.168477,0.875494,0.186870,0.325317,0.989438,0.940922,0.990550,0.055433,0.949604,0.076721,0.952043,0.089534,0.946840,0.106552,0.981495,0.958663,0.972236,0.921033
Doench2016-27,-5.0300,-5.5467,0.375000,0.370099,0.496007,-19.8400,-22.2550,0.750000,0.615503,0.452003,0.777599,0.578147,0.295305,0.188527,0.224548,0.108153,0.780696,0.127175,0.002376,0.102384,0.002415,0.104278,0.058321,0.148888,0.861687,0.349374,0.970317,0.405078,0.986425,0.371786,0.999738,0.901545,0.999913,0.730711,0.999915,0.729408,0.097472,0.664704,0.008203,0.387742,0.003097,0.382905,0.773864,0.738701,0.005794,0.673498,0.296459,0.684491,0.775991,0.662573
Doench2016-28,-2.0000,-2.6066,0.250000,0.383363,0.504065,-17.6600,-20.6976,0.750000,0.762035,0.444248,0.087471,0.220934,0.073525,0.050808,0.063694,0.029863,0.140123,0.057800,0.932815,0.049141,0.302237,0.055107,0.548759,0.042957,0.954487,0.018172,0.951165,0.030258,0.996755,0.978315,0.971918,0.257304,0.991438,0.998021,0.503066,0.966730,0.295197,0.972261,0.913902,0.983084,0.101981,0.974478,0.045838,0.825528,0.103221,0.578175,0.128193,0.746240,0.975507,0.049781
Doench2016-29,0.0000,-0.3729,1.000000,0.888584,0.911571,-19.9500,-21.9675,0.500000,0.361026,0.611779,0.999719,0.998650,0.999654,0.995599,0.999702,0.991901,0.998901,0.951360,0.996842,0.618904,0.567566,0.425860,0.572070,0.744456,0.997547,0.964591,0.999694,0.610736,0.999772,0.588609,0.998348,0.920205,0.992927,0.536504,0.556304,0.268742,0.570263,0.483831,0.998912,0.895136,0.999916,0.980371,0.999359,0.246356,0.992189,0.006325,0.992827,0.003697,0.998906,0.003754
Doench2016-30,-1.0600,-1.8862,1.000000,0.792886,0.711823,-22.4800,-24.3429,0.875000,0.804295,0.473363,0.854134,0.486728,0.421358,0.296331,0.455858,0.953402,0.221624,0.006349,0.510495,0.010415,0.743097,0.170810,0.991199,0.996551,0.983670,0.078121,0.997279,0.006488,0.968912,0.000527,0.361311,0.000959,0.384435,0.026220,0.986452,0.975110,0.607367,0.675999,0.536527,0.894255,0.560704,0.811812,0.969209,0.880101,0.686717,0.950317,0.998612,0.983303,0.997499,0.263459
Doench2016-31,-1.3700,-1.6671,0.875000,0.859631,0.727656,-19.1500,-21.3885,1.000000,0.652257,0.564266,0.996101,0.966164,0.129573,0.923849,0.120710,0.768922,0.308783,0.758554,0.807054,0.456451,0.989050,0.398484,0.993142,0.517549,0.939620,0.705065,0.941222,0.182102,0.964189,0.055316,0.148178,0.033992,0.338440,0.300814,0.159341,0.309410,0.807668,0.433880,0.999919,0.793024,0.971402,0.630969,0.973660,0.749435,0.999840,0.916359,0.967071,0.580574,0.998146,0.804407
Doench2016-32,-0.2300,-0.6805,1.000000,0.949717,0.807131,-18.6700,-20.2694,0.500000,0.515735,0.654224,0.435345,0.917760,0.453319,0.833930,0.424556,0.797221,0.974084,0.983019,0.965339,0.986550,0.977073,0.945732,0.999418,0.976833,0.992639,0.920570,0.995325,0.821728,0.481057,0.651063,0.440847,0.082459,0.405884,0.041739,0.917971,0.113484,0.898552,0.240455,0.969366,0.283702,0.987578,0.248144,0.994983,0.948079,0.934347,0.763798,0.942415,0.765525,0.952523,0.762693
Doench2016-33,0.0000,-0.0515,1.000000,0.991913,0.987453,-16.9900,-19.7129,0.500000,0.605655,0.398441,0.997704,0.938941,0.996654,0.036169,0.974672,0.017914,0.971218,0.008474,0.980993,0.023580,0.972480,0.016201,1.000000,0.013137,0.999205,0.009311,1.000000,0.011343,0.948184,0.163018,0.973312,0.934511,0.999327,0.950976,0.998550,0.921960,0.998365,0.322514,0.972991,0.329900,0.981029,0.443408,0.998148,0.479425,0.996392,0.725363,0.991667,0.843450,0.998161,0.779216
Doench2016-34,-1.9000,-2.5136,0.625000,0.551152,0.639609,-25.5300,-26.9634,0.375000,0.387565,0.342303,0.975571,0.162220,0.987727,0.163536,0.722483,0.106059,0.563337,0.166185,0.594030,0.493232,0.955052,0.714336,0.999752,0.526115,0.589121,0.342976,0.136917,0.067822,0.430910,0.008847,0.429467,0.843549,0.998605,0.150673,0.999600,0.132369,0.609205,0.930851,0.593963,0.054525,0.391461,0.004960,0.423081,0.003347,0.173441,0.043789,0.494643,0.932475,0.723820,0.998201
Doench2016-35,-1.0200,-1.6591,1.000000,0.888901,0.740661,-19.1200,-20.7054,0.375000,0.444317,0.511999,0.825354,0.850913,0.424096,0.365094,0.231649,0.152912,0.237784,0.158343,1.000000,0.827747,0.999972,0.985078,0.920596,0.789495,0.928732,0.782064,0.319006,0.179436,0.316617,0.180858,0.557433,0.506970,0.940769,0.906530,0.772503,0.778928,0.761948,0.896940,0.812439,0.201272,0.856806,0.167621,0.917418,0.163252,0.999247,0.178757,0.991455,0.961210,0.999395,0.206559
Doench2016-36,-0.4100,-1.2289,0.500000,0.645947,0.622779,-15.4200,-17.5898,0.500000,0.535071,0.552591,0.446910,0.851058,0.433214,0.885129,0.530199,0.702725,0.535622,0.257035,0.503252,0.199862,0.545769,0.232922,0.754414,0.392655,0.755506,0.185020,0.751613,0.571249,0.999820,0.956993,0.540478,0.875555,0.491214,0.661052,0.540301,0.609952,0.968490,0.660074,0.908495,0.685289,0.400176,0.457476,0.501545,0.839590,0.306101,0.344228,0.767922,0.361992,0.774548,0.321967
Doench2016-37,-1.0000,-1.4123,0.625000,0.617587,0.692805,-21.6300,-22.9042,0.500000,0.480268,0.504353,0.994953,0.974295,0.993693,0.952336,0.990284,0.959355,0.716533,0.801722,0.162737,0.127911,0.173310,0.052749,0.442554,0.050474,0.969787,0.988040,0.737000,0.158741,0.752268,0.161027,0.988782,0.996487,0.993496,0.021766,0.999844,0.005177,0.412792,0.003602,0.191915,0.015270,0.182707,0.032613,0.999545,0.999159,0.713306,0.796906,0.709916,0.994428,0.730674,0.994990
Doench2016-38,-4.3900,-4.7877,0.500000,0.553635,0.642875,-18.5700,-20.6342,0.375000,0.355552,0.627942,0.998885,0.960120,0.991755,0.939113,0.446976,0.817299,0.007948,0.617067,0.003811,0.605884,0.005560,0.595614,0.982661,0.787371,0.999996,0.805698,0.997616,0.831222,0.996709,0.954405,0.996498,0.924457,1.000000,0.876168,0.984033,0.873112,0.999565,0.751739,0.036926,0.594069,0.001255,0.009698,0.004066,0.005282,0.411094,0.120999,0.998957,0.221298,0.993184,0.268218
Doench2016-39,-1.9400,-2.1642,1.000000,0.950311,0.718558,-24.4900,-26.0416,0.375000,0.387311,0.545082,0.283840,0.911639,0.078124,0.892930,0.074363,0.891053,0.921974,0.982699,0.922447,0.993796,0.973663,0.986431,0.966457,0.443790,0.134873,0.006346,0.139294,0.005104,0.284914,0.182301,0.994605,0.830001,0.994110,0.677056,0.934654,0.996758,0.896971,0.975515,0.892981,0.081065,0.907286,0.013169,0.987885,0.000120,0.987154,0.000237,0.997681,0.031646,0.997879,0.999976
Doench2016-40,0.0000,-0.0837,1.000000,0.974067,0.976429,-15.6700,-17.9360,0.750000,0.745145,0.628515,0.983766,0.604707,0.971708,0.485496,0.999347,0.492895,0.998992,0.556130,0.996988,0.976279,0.986412,0.963236,0.995428,0.668810,0.940797,0.627399,0.922996,0.318892,0.990791,0.551113,0.950176,0.150030,0.998654,0.214158,0.997345,0.511235,0.996924,0.818479,0.993771,0.633905,0.944269,0.731662,0.980570,0.901394,0.935584,0.792365,0.953213,0.911564,0.990857,0.660556
Doench2016-41,0.0000,-0.5110,1.000000,0.793930,0.834807,-25.0300,-26.1907,0.500000,0.510763,0.530043,0.999138,0.988110,0.999857,0.981439,0.996575,0.983011,0.994880,0.784325,0.998788,0.735033,0.913589,0.978376,0.535093,0.057247,0.500391,0.000217,0.585422,0.000044,0.935448,0.000904,0.924121,0.007906,0.961397,0.998137,0.998468,0.966782,0.998973,0.091637,0.964476,0.001980,0.600319,0.000714,0.504679,0.042228,0.575531,0.999653,0.879676,0.998046,0.829318,0.985064
Doench2016-42,-2.3000,-2.5485,0.375000,0.437903,0.545649,-18.8400,-21.6507,0.250000,0.235506,0.422834,0.968013,0.903704,0.243346,0.623187,0.118845,0.766923,0.060838,0.520443,0.047247,0.276870,0.053561,0.612285,0.994963,0.770018,0.997502,0.440293,0.996010,0.388474,0.969198,0.607384,0.967751,0.596680,0.992486,0.066383,0.071882,0.007961,0.037199,0.006828,0.052593,0.010761,0.123305,0.027644,0.256175,0.037741,0.987136,0.265800,0.980362,0.543808,0.994575,0.983503
Doench2016-43,-2.2000,-2.6517,0.500000,0.561538,0.648701,-17.4800,-19.4635,0.625000,0.677362,0.634413,0.475044,0.489064,0.016346,0.282829,0.017333,0.295331,0.032216,0.524910,0.995059,0.580550,0.981962,0.538768,0.999456,0.664832,0.969102,0.641186,0.999739,0.655677,0.998253,0.920855,0.998597,0.844190,0.998605,0.831170,0.966762,0.804485,0.984233,0.756078,0.994646,0.725138,0.994632,0.944172,0.024279,0.387082,0.023362,0.404260,0.024673,0.468794,0.479720,0.928888
Doench2016-44,0.0000,-0.1978,1.000000,0.929718,0.930014,-15.7200,-18.6813,0.875000,0.676561,0.541926,0.912520,0.891204,0.926497,0.758569,0.997149,0.745996,0.920313,0.912939,0.872272,0.419597,0.961941,0.386062,0.973911,0.237294,0.901995,0.299025,0.861825,0.352758,0.936605,0.202885,0.934344,0.062783,0.963158,0.156920,0.961753,0.235718,0.941496,0.635781,0.869847,0.813315,0.915930,0.942868,0.981582,0.768850,0.966868,0.563445,0.871013,0.575580,0.929255,0.876933
Doench2016-45,-0.4100,-1.3444,0.500000,0.633539,0.706019,-15.5700,-18.0295,0.750000,0.637417,0.578552,0.997953,0.771400,0.845373,0.351265,0.845595,0.356631,0.877429,0.439861,0.552994,0.825083,0.334509,0.634683,0.728597,0.679682,0.596552,0.323994,0.553835,0.346626,0.868376,0.392455,0.887641,0.679630,0.963221,0.670400,0.992855,0.858539,0.506941,0.828680,0.609291,0.726671,0.133629,0.288519,0.135166,0.289894,0.996936,0.730936,0.845437,0.592471,0.848053,0.783624
Doench2016-46,-0.4100,-1.1939,1.000000,0.816038,0.761762,-22.8800,-24.4043,0.375000,0.387781,0.555589,0.390218,0.988390,0.365139,0.985663,0.673667,0.981201,0.667045,0.993162,0.875905,0.984812,0.841464,0.384941,0.604050,0.006853,0.616296,0.005634,0.983867,0.192425,0.983608,0.827905,0.977220,0.661350,0.728467,0.997200,0.557662,0.974952,0.540534,0.080569,0.608335,0.014006,0.941943,0.000423,0.936535,0.001071,0.976443,0.060971,0.972045,0.999926,0.994804,0.970334
Doench2016-47,0.0000,-0.1275,1.000000,0.958199,0.961213,-15.3800,-17.9032,0.625000,0.642044,0.629637,0.999958,0.978775,0.961922,0.812914,0.973190,0.857604,0.941835,0.769604,0.957335,0.820715,0.919151,0.823653,0.931368,0.938427,0.935107,0.928603,0.999251,0.254852,0.997649,0.180661,0.960439,0.051078,0.981475,0.039508,0.991765,0.037061,0.986626,0.097516,0.952137,0.952630,0.977545,0.987477,0.901363,0.972643,0.881935,0.991927,0.983894,0.992593,0.990324,0.104505
