guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
Doench2016-10,0.0000,-0.5877,1.000000,0.847768,0.877755,-28.6000,-30.6188,0.375000,0.354292,0.272500,0.999866,0.971431,0.989187,0.204249,0.999683,0.254836,0.999601,0.989829,0.976894,0.188830,0.964527,0.001002,1.000000,0.000361,0.970722,0.000233,0.975493,0.000529,0.997040,0.000149,0.434197,0.000120,0.465749,0.004092,0.976027,0.998680,0.958889,0.002508,0.996075,0.000059,0.966068,0.000129,0.979015,0.016840,0.687918,0.031839,0.466978,0.921974,0.751176,0.862303
Doench2016-11,-0.6000,-1.5288,0.750000,0.692585,0.744087,-19.7000,-21.7276,0.125000,0.346352,0.548344,0.845276,0.902615,0.757833,0.843888,0.767074,0.802920,0.979333,0.815557,0.878634,0.788912,0.910304,0.496043,0.295338,0.441473,0.295001,0.413248,0.989904,0.536465,0.717192,0.469411,0.996825,0.961086,0.908345,0.724450,0.854809,0.317241,0.949548,0.313912,0.859812,0.274791,0.520051,0.678611,0.306401,0.339778,0.382840,0.242178,0.708854,0.352210,0.958363,0.252097
Doench2016-12,-0.6000,-1.4318,0.750000,0.726380,0.771989,-21.4000,-22.9267,0.250000,0.300456,0.540647,0.894585,0.955792,0.886472,0.886390,0.988814,0.878802,0.959087,0.884073,0.970681,0.615213,0.182037,0.559409,0.177809,0.499279,0.993184,0.551500,0.665835,0.547921,0.997085,0.965302,0.966825,0.824076,0.946332,0.241533,0.970080,0.167726,0.956891,0.139768,0.575534,0.817038,0.313167,0.168238,0.350050,0.055141,0.725372,0.137240,0.961694,0.857292,0.958255,0.061206
Doench2016-13,-0.6000,-1.2478,0.625000,0.628463,0.699428,-24.6000,-26.0522,0.625000,0.589894,0.530652,0.877065,0.606176,0.884455,0.621125,0.999137,0.994848,0.999071,0.518938,0.683846,0.471571,0.987957,0.488277,0.219624,0.812097,0.162806,0.800019,0.181835,0.562230,0.992854,0.005085,0.983285,0.004876,0.988919,0.008650,0.997941,0.033715,0.999423,0.997067,0.180196,0.195148,0.172345,0.166486,0.238094,0.999497,0.875664,0.666340,0.568454,0.668788,0.995589,0.992109
Doench2016-14,-1.4000,-1.9747,1.000000,0.889962,0.656478,-23.4000,-24.3108,0.375000,0.398157,0.436019,0.996611,0.996333,0.227327,0.039643,0.230685,0.038574,0.224412,0.010922,0.539109,0.033057,0.869746,0.085115,0.913015,0.971828,0.925856,0.317537,0.549664,0.957222,0.092292,0.945676,0.216549,0.919828,0.224605,0.219390,0.955391,0.961957,0.934895,0.011706,0.873251,0.020739,0.886609,0.037921,0.844131,0.101869,0.866569,0.978226,0.765073,0.922234,0.993776,0.150607
Doench2016-15,-3.2000,-3.6510,0.500000,0.682407,0.549879,-24.8000,-26.0519,0.125000,0.187688,0.368519,0.390490,0.988266,0.093257,0.596168,0.010130,0.066829,0.006050,0.059417,0.012195,0.075013,0.992298,0.965971,0.998690,0.975851,0.998963,0.957266,0.996974,0.943160,0.512387,0.079234,0.518376,0.074931,0.008510,0.086758,0.088684,0.124369,0.492007,0.247522,0.392710,0.002206,0.491366,0.001575,0.999924,0.024253,0.999152,0.062753,0.996934,0.982874,0.998478,0.055956
Doench2016-16,-2.5000,-2.9178,0.250000,0.366847,0.493411,-25.7000,-26.8026,0.500000,0.504573,0.459575,0.999853,0.987698,0.300705,0.967244,0.138115,0.879510,0.015897,0.084716,0.052551,0.026624,0.866789,0.024258,0.921289,0.994026,0.301791,0.088231,0.341284,0.080883,0.995847,0.989187,0.999455,0.018471,0.999860,0.014068,0.788317,0.013319,0.205989,0.131331,0.180983,0.181723,0.999739,0.999627,0.177489,0.830314,0.139840,0.849848,0.140205,0.869941,0.302214,0.160479
Doench2016-17,-3.6000,-3.6364,0.625000,0.623786,0.698204,-24.2000,-26.0741,0.125000,0.184287,0.476631,0.986173,0.973782,0.036041,0.787490,0.008529,0.798488,0.011449,0.981551,0.998994,0.995068,0.998785,0.971733,0.999346,0.910981,0.968204,0.177111,0.968987,0.303484,0.999181,0.331120,0.999776,0.318996,0.998331,0.508524,0.034717,0.037179,0.007588,0.004883,0.020982,0.227534,0.991320,0.237603,0.987476,0.023135,0.998068,0.076285,0.974281,0.330561,0.975857,0.537118
Doench2016-18,-1.4000,-2.2819,0.625000,0.603635,0.628743,-23.5000,-24.9286,0.625000,0.604486,0.609946,0.652238,0.992433,0.491804,0.987851,0.841823,0.969327,0.964283,0.759159,0.989963,0.728386,0.669983,0.934513,0.473745,0.008939,0.392904,0.003453,0.743190,0.020146,0.343348,0.984483,0.580419,0.959933,0.602091,0.014411,0.921994,0.001651,0.501205,0.007065,0.568179,0.437784,0.724991,0.611743,0.993791,0.995029,0.271320,0.815363,0.350320,0.974306,0.497279,0.992946
Doench2016-19,-4.1000,-4.1172,0.750000,0.749119,0.700818,-30.3000,-31.3544,0.125000,0.131158,0.428400,0.994977,0.944951,0.995079,0.953421,0.999836,0.959270,0.996919,0.996189,0.013864,0.993277,0.009132,0.993461,0.007788,0.507691,0.993268,0.320635,0.999918,0.747788,0.998370,0.094584,0.999999,0.007200,0.014263,0.000275,0.008349,0.000079,0.012920,0.000050,0.999786,0.001128,0.998038,0.010535,0.993819,0.024469,0.993704,0.010417,0.993467,0.020159,0.992870,0.982428
Doench2016-20,0.0000,-0.1057,1.000000,0.982890,0.971754,-19.4000,-20.7362,0.750000,0.695633,0.527237,0.936440,0.396697,0.924728,0.319155,0.999285,0.131148,0.989909,0.105014,1.000000,0.215476,0.934900,0.053622,0.858091,0.787635,0.936930,0.788284,0.997910,0.738755,0.997899,0.970868,0.999537,0.321264,0.996332,0.151764,0.996117,0.075103,0.930522,0.069126,0.943750,0.994571,0.998444,0.980684,0.999148,0.899894,0.997616,0.826250,0.997809,0.824422,0.999718,0.895015
Doench2016-21,0.0000,-0.6222,1.000000,0.942307,0.847908,-20.0000,-21.3591,1.000000,0.827036,0.626522,0.995389,0.981699,0.901426,0.788862,0.999554,0.982364,0.381916,0.058550,0.398238,0.022468,0.985234,0.027018,0.908027,0.047229,0.920337,0.688187,0.871150,0.946111,0.569746,0.317753,0.687255,0.340190,0.801437,0.713726,0.905450,0.702780,0.993013,0.734588,0.826553,0.680338,0.830560,0.917207,0.999864,0.992575,0.990393,0.979442,0.999318,0.993551,0.993306,0.615806
Doench2016-22,-2.4000,-2.6841,0.625000,0.644360,0.694660,-28.0000,-29.6826,0.250000,0.202174,0.389880,0.807343,0.942593,0.898441,0.444131,0.998650,0.448673,0.927274,0.397642,0.900586,0.419253,0.977963,0.599240,0.913170,0.706268,0.999747,0.735289,0.905851,0.578512,0.207166,0.371218,0.135159,0.014867,0.066965,0.522520,0.928135,0.120824,0.918741,0.112133,0.880435,0.585906,0.960033,0.048391,0.133376,0.077868,0.135551,0.018606,0.237986,0.063301,0.960624,0.590360
Doench2016-23,-5.4000,-5.6185,0.375000,0.398221,0.518518,-21.3000,-23.2620,0.625000,0.470033,0.568122,0.999999,0.958355,0.999999,0.964193,0.217743,0.515223,0.002556,0.418656,0.001161,0.414439,0.000290,0.411432,0.011223,0.291618,1.000000,0.829591,0.953532,0.940295,0.998672,0.696024,0.999747,0.580608,0.999666,0.581728,0.998406,0.585214,0.151364,0.529344,0.183799,0.553201,0.001472,0.032070,0.002097,0.030011,0.103325,0.469018,0.815466,0.804282,0.929836,0.757128
Doench2016-24,0.0000,-0.9019,1.000000,0.722750,0.698148,-23.4000,-24.7104,0.750000,0.742643,0.439616,0.691706,0.296322,0.413081,0.996298,0.403600,0.063884,0.573745,0.008129,0.982550,0.001154,0.590414,0.001117,0.603474,0.001941,0.814013,0.018710,0.870008,0.973843,0.989110,0.375577,0.681173,0.072510,0.568092,0.041692,0.946747,0.063022,0.601878,0.212211,0.439321,0.878461,0.401949,0.832311,0.683021,0.998617,0.874448,0.996684,0.883387,0.996717,0.951247,0.963119
Doench2016-25,-0.6000,-1.0976,1.000000,0.892992,0.809145,-25.0000,-26.7257,1.000000,0.716518,0.433709,0.438539,0.002173,0.439569,0.000567,0.958874,0.136545,0.984819,0.998786,0.960496,0.063490,0.973100,0.003843,0.789313,0.000048,0.264497,0.000052,0.458283,0.003008,0.993091,0.857769,0.920783,0.601460,0.857595,0.274295,0.870030,0.304253,0.790693,0.922080,0.793258,0.962546,0.982211,0.958214,0.966507,0.992125,0.917091,0.782351,0.888792,0.369130,0.935356,0.441448
Doench2016-26,-1.4000,-1.8321,0.875000,0.864126,0.677535,-23.3000,-24.1452,0.375000,0.416251,0.475348,0.997682,0.976330,0.992592,0.966521,0.115253,0.041350,0.123359,0.069986,0.118193,0.013489,0.605836,0.039421,0.981776,0.086115,0.987943,0.941660,0.955320,0.307589,0.580759,0.927789,0.065584,0.914521,0.113388,0.892171,0.128396,0.237506,0.988526,0.958716,0.989689,0.038271,0.952125,0.050334,0.954319,0.057113,0.949239,0.070997,0.981368,0.968806,0.969348,0.948267
Doench2016-27,-5.8000,-6.2906,0.375000,0.364008,0.491174,-23.2000,-25.2362,0.750000,0.591776,0.437634,0.751294,0.532517,0.278394,0.167918,0.204817,0.084907,0.798158,0.123091,0.001104,0.088657,0.001147,0.090195,0.044637,0.127575,0.861690,0.342675,0.979195,0.417484,0.991163,0.396616,0.999875,0.922242,0.999946,0.724591,0.999947,0.724395,0.079240,0.625661,0.005026,0.377700,0.001828,0.363491,0.793387,0.733279,0.003225,0.631989,0.279323,0.651965,0.750089,0.625728
Doench2016-28,-2.7000,-3.1944,0.250000,0.360215,0.486154,-21.3000,-23.9100,0.750000,0.762898,0.432882,0.053009,0.172968,0.045769,0.029453,0.039968,0.014071,0.111589,0.037624,0.918371,0.025029,0.256041,0.029715,0.514723,0.026737,0.966906,0.009691,0.964789,0.023878,0.997737,0.990016,0.978918,0.195874,0.993546,0.999393,0.451765,0.978771,0.248829,0.986058,0.916563,0.991186,0.073579,0.987006,0.026142,0.845473,0.085256,0.497932,0.101298,0.780908,0.978287,0.035849
Doench2016-29,-0.2000,-0.5473,0.750000,0.853608,0.883433,-23.4000,-24.9709,0.375000,0.351077,0.586872,0.999793,0.998894,0.999715,0.996802,0.999776,0.994527,0.998986,0.969945,0.996790,0.526841,0.425095,0.312718,0.429142,0.759906,0.997816,0.980927,0.999780,0.498946,0.999865,0.488697,0.998590,0.948887,0.994449,0.451733,0.415649,0.175834,0.427283,0.427010,0.999138,0.910598,0.999943,0.987331,0.999473,0.298096,0.993793,0.004715,0.994379,0.002524,0.999206,0.002508
Doench2016-30,-1.7000,-2.3763,0.500000,0.743905,0.683761,-26.2000,-27.6760,0.875000,0.815960,0.471821,0.846352,0.441777,0.335734,0.246668,0.499458,0.967067,0.165296,0.004093,0.419470,0.006956,0.648427,0.157305,0.989613,0.997557,0.981255,0.062714,0.998331,0.004069,0.976358,0.000277,0.423345,0.000518,0.440339,0.019741,0.982950,0.978536,0.503103,0.709469,0.437630,0.918077,0.458737,0.856839,0.976581,0.905127,0.595168,0.957879,0.999039,0.987079,0.998032,0.214678
Doench2016-31,-1.9000,-2.1326,0.875000,0.852800,0.713366,-22.4000,-24.3408,1.000000,0.624081,0.550831,0.996314,0.968602,0.075482,0.890248,0.070940,0.767755,0.266617,0.766099,0.800853,0.480644,0.991095,0.378914,0.993916,0.482478,0.945130,0.681910,0.945897,0.192035,0.966677,0.084979,0.098791,0.036557,0.293200,0.293746,0.104338,0.321790,0.799166,0.447358,0.999966,0.762733,0.974282,0.601838,0.976838,0.709888,0.999933,0.872667,0.969032,0.512911,0.998845,0.763461
Doench2016-32,-0.7000,-0.9815,1.000000,0.949402,0.764896,-21.7000,-23.0579,0.500000,0.515744,0.648358,0.292807,0.896865,0.312558,0.767035,0.286002,0.714845,0.970722,0.984122,0.965075,0.990082,0.978380,0.934744,0.999585,0.977259,0.992819,0.871500,0.996498,0.876156,0.346189,0.728905,0.298307,0.069334,0.263770,0.030366,0.918344,0.118871,0.896797,0.155471,0.967767,0.213022,0.986724,0.163557,0.995294,0.934102,0.933618,0.844451,0.942955,0.849404,0.953717,0.847077
Doench2016-33,0.0000,-0.0622,1.000000,0.991057,0.984524,-20.0000,-22.3756,0.500000,0.623398,0.406622,0.997312,0.910269,0.996412,0.031270,0.964224,0.016764,0.959749,0.007126,0.979576,0.022713,0.970025,0.014586,1.000000,0.010500,0.999365,0.006950,1.000000,0.009058,0.933438,0.217202,0.962647,0.943575,0.999282,0.955239,0.998380,0.929449,0.998352,0.351055,0.970519,0.347531,0.979182,0.467357,0.997896,0.493612,0.995212,0.745865,0.990541,0.864543,0.998373,0.787771
Doench2016-34,-2.4000,-2.9794,0.625000,0.539320,0.629862,-29.6000,-30.7465,0.375000,0.394240,0.326309,0.972213,0.081048,0.987515,0.081064,0.705041,0.041488,0.542101,0.106487,0.570312,0.436564,0.954473,0.656207,0.999828,0.557806,0.563869,0.360752,0.107499,0.023826,0.440914,0.005496,0.439906,0.892946,0.999010,0.128577,0.999720,0.114605,0.583419,0.981230,0.571303,0.046025,0.401906,0.002560,0.432557,0.001572,0.139645,0.027663,0.479991,0.980886,0.706017,0.999377
Doench2016-35,-1.4000,-1.9827,1.000000,0.886658,0.726893,-22.6000,-23.8084,0.375000,0.406089,0.490031,0.794027,0.817357,0.387676,0.302689,0.190090,0.111771,0.195202,0.117072,1.000000,0.889546,0.999980,0.991048,0.925880,0.850837,0.935182,0.846077,0.283207,0.145192,0.280243,0.144614,0.523246,0.436295,0.929859,0.899410,0.739100,0.749512,0.763694,0.903785,0.815006,0.143868,0.865442,0.106715,0.920016,0.104432,0.999521,0.119446,0.990867,0.977182,0.999614,0.143775
Doench2016-36,-1.1000,-1.7308,0.500000,0.602663,0.571524,-18.3000,-20.2471,0.500000,0.521844,0.545431,0.357772,0.818775,0.351669,0.858854,0.467251,0.725740,0.461048,0.288389,0.423535,0.225916,0.460804,0.254747,0.735968,0.334857,0.741834,0.172354,0.739201,0.565503,0.999917,0.966217,0.455741,0.868559,0.414434,0.653956,0.464148,0.603698,0.969553,0.715505,0.890039,0.745455,0.324770,0.447696,0.443200,0.855620,0.221286,0.262528,0.751571,0.287623,0.756734,0.256623
Doench2016-37,-1.6000,-1.8785,0.625000,0.598151,0.677510,-25.3000,-26.2608,0.500000,0.477946,0.497443,0.995764,0.984220,0.994964,0.970702,0.988334,0.967593,0.747503,0.874453,0.087016,0.084216,0.095076,0.026496,0.334134,0.023810,0.969721,0.994209,0.776690,0.094835,0.789491,0.096409,0.991361,0.998661,0.994940,0.009684,0.999924,0.002254,0.304198,0.001382,0.120058,0.010188,0.112104,0.021824,0.999745,0.999576,0.742933,0.795269,0.745122,0.996415,0.761125,0.996656
Doench2016-38,-5.1000,-5.4640,0.500000,0.552558,0.642029,-21.9000,-23.6784,0.375000,0.346062,0.625643,0.999128,0.960140,0.993697,0.949931,0.434552,0.826930,0.004570,0.618701,0.001924,0.604584,0.002951,0.592414,0.988230,0.785531,0.999998,0.799709,0.998686,0.821775,0.998245,0.962445,0.998133,0.936621,1.000000,0.885581,0.989066,0.885397,0.999785,0.736291,0.025475,0.584405,0.000572,0.006188,0.002587,0.003550,0.408922,0.110768,0.999338,0.199497,0.994721,0.242398
Doench2016-39,-2.5000,-2.6652,1.000000,0.954341,0.710151,-27.7000,-29.1490,0.375000,0.386230,0.538642,0.230287,0.857231,0.048186,0.834163,0.045820,0.832861,0.925808,0.982752,0.925624,0.996116,0.979842,0.987722,0.974249,0.520614,0.106554,0.004444,0.109611,0.003319,0.231131,0.183545,0.995665,0.818048,0.995510,0.662174,0.935166,0.997453,0.906299,0.974165,0.903163,0.073578,0.913920,0.013461,0.990132,0.000105,0.989639,0.000170,0.998388,0.030924,0.998025,0.999986
Doench2016-40,0.0000,-0.1088,1.000000,0.964809,0.968600,-19.0000,-20.6197,0.750000,0.762071,0.585654,0.980830,0.445132,0.967159,0.305270,0.999383,0.311105,0.999007,0.384750,0.996374,0.978220,0.984273,0.964681,0.994512,0.514928,0.915079,0.466567,0.892919,0.242925,0.989125,0.661713,0.936331,0.137293,0.998529,0.203931,0.997223,0.623541,0.996988,0.787647,0.993342,0.515002,0.928809,0.639324,0.975819,0.941733,0.906419,0.859495,0.930635,0.946519,0.989240,0.783309
Doench2016-41,-0.1000,-0.7256,0.625000,0.736346,0.788786,-28.6000,-29.5687,0.500000,0.508849,0.523801,0.999331,0.986587,0.999911,0.979407,0.996909,0.980983,0.995530,0.737270,0.998736,0.686184,0.869333,0.981417,0.399727,0.048159,0.361949,0.000130,0.439852,0.000021,0.935901,0.000552,0.921905,0.005868,0.965879,0.998645,0.998778,0.964374,0.999169,0.094706,0.958788,0.000852,0.454992,0.000276,0.364966,0.023938,0.438399,0.999866,0.885172,0.999076,0.790502,0.987702
Doench2016-42,-3.0000,-3.1765,0.375000,0.422109,0.533414,-22.2000,-24.5765,0.250000,0.235133,0.413967,0.970489,0.904866,0.201151,0.583840,0.088023,0.719000,0.039804,0.502882,0.024803,0.254720,0.028656,0.580915,0.996629,0.776221,0.998662,0.457040,0.997672,0.408441,0.975037,0.584425,0.974129,0.567098,0.996348,0.058827,0.046443,0.005031,0.016350,0.004064,0.028684,0.006906,0.091204,0.020781,0.217533,0.030669,0.993377,0.270746,0.987208,0.557763,0.996069,0.985100
Doench2016-43,-2.7000,-3.1208,0.500000,0.556605,0.644921,-20.2000,-22.2154,0.625000,0.690070,0.612880,0.463522,0.417412,0.007571,0.197786,0.008219,0.217569,0.019468,0.494749,0.996024,0.561875,0.982578,0.489884,0.999671,0.599020,0.971866,0.579626,0.999837,0.596518,0.998758,0.929333,0.999039,0.833249,0.999027,0.820011,0.968313,0.786752,0.985979,0.752244,0.996132,0.717512,0.996130,0.943667,0.013443,0.435591,0.012550,0.456153,0.013484,0.505731,0.466808,0.922912
Doench2016-44,0.0000,-0.2865,1.000000,0.899465,0.897332,-18.4000,-21.5119,0.875000,0.696324,0.516369,0.864730,0.914608,0.886606,0.739328,0.997708,0.726010,0.874531,0.930553,0.798083,0.288970,0.943723,0.246831,0.969101,0.139176,0.862470,0.191902,0.805719,0.216581,0.901547,0.136389,0.899393,0.054166,0.947316,0.172276,0.954553,0.278493,0.915375,0.605977,0.805689,0.846986,0.877980,0.964904,0.973735,0.846449,0.957515,0.583000,0.818372,0.527109,0.892497,0.917676
Doench2016-45,-1.0000,-1.7515,0.500000,0.587982,0.669588,-19.0000,-20.9065,0.750000,0.666573,0.547563,0.998443,0.729088,0.795614,0.236520,0.796069,0.241662,0.860460,0.323947,0.510141,0.840469,0.225921,0.597586,0.668835,0.660998,0.539227,0.238338,0.505758,0.259186,0.900408,0.304432,0.916555,0.594778,0.970480,0.591668,0.994819,0.887214,0.426246,0.850330,0.550528,0.786144,0.069836,0.286720,0.070677,0.285152,0.998215,0.803030,0.795867,0.640493,0.797669,0.793499
Doench2016-46,-0.9000,-1.5756,1.000000,0.801765,0.737328,-25.9000,-27.2919,0.375000,0.386747,0.555761,0.298473,0.984415,0.278219,0.982378,0.627826,0.979837,0.616625,0.995228,0.881817,0.985192,0.851378,0.434664,0.569328,0.005050,0.580219,0.003910,0.987650,0.205043,0.983750,0.813760,0.980614,0.633860,0.676540,0.997906,0.515256,0.972687,0.499877,0.073530,0.563742,0.014855,0.941406,0.000479,0.937127,0.000994,0.982397,0.060776,0.977398,0.999945,0.996919,0.970712
Doench2016-47,0.0000,-0.1754,1.000000,0.940480,0.945482,-18.8000,-20.8164,0.625000,0.634418,0.612405,0.999963,0.976586,0.943820,0.775449,0.958876,0.823647,0.915991,0.725203,0.943170,0.814837,0.890260,0.829118,0.903874,0.947895,0.906309,0.944691,0.999317,0.176467,0.997392,0.114381,0.950663,0.026163,0.976159,0.018312,0.990111,0.019553,0.983471,0.060667,0.928620,0.970367,0.964232,0.991538,0.859374,0.983942,0.833145,0.995482,0.976836,0.995484,0.988052,0.058314
